new_ecotype_1,rate_gap,rate,mismatch_num,with_gap_mis,new_ecotype_2,rate_gap,rate,mismatch_num,with_gap_mis,new_ecotype_3,rate_gap,rate,mismatch_num,with_gap_mis,new_ecotype_4,rate_gap,rate,mismatch_num,with_gap_mis,new_ecotype_5,rate_gap,rate,mismatch_num,with_gap_mis
S11c12,0.20866141732283464,0.002952755905511811,3,209,S11c12,0.20866141732283464,0.002952755905511811,3,209,S11c12,0.23228346456692914,0.0265748031496063,27,209,S11c12,0.20964566929133857,0.003937007874015748,4,209,S11c12,0.20570866141732283,0.0,0,209
S11c12(2),0.20866141732283464,0.002952755905511811,3,209,S11c12(2),0.20866141732283464,0.002952755905511811,3,209,S11c12(2),0.23228346456692914,0.0265748031496063,27,209,S11c12(2),0.20964566929133857,0.003937007874015748,4,209,S11c12(2),0.20570866141732283,0.0,0,209
S14b5,0.21161417322834647,0.002952755905511811,3,212,S14b5,0.21161417322834647,0.002952755905511811,3,212,S14b5,0.23523622047244094,0.0265748031496063,27,212,S14b5,0.2125984251968504,0.003937007874015748,4,212,S14b5,0.20866141732283464,0.0,0,212
S14b5(2),0.21161417322834647,0.002952755905511811,3,212,S14b5(2),0.21161417322834647,0.002952755905511811,3,212,S14b5(2),0.23523622047244094,0.0265748031496063,27,212,S14b5(2),0.2125984251968504,0.003937007874015748,4,212,S14b5(2),0.20866141732283464,0.0,0,212
N15A9,0.2076771653543307,0.002952755905511811,3,208,N15A9,0.2076771653543307,0.002952755905511811,3,208,N15A9,0.2312992125984252,0.0265748031496063,27,208,N15A9,0.20866141732283464,0.003937007874015748,4,208,N15A9,0.2047244094488189,0.0,0,208
S17C4,0.2076771653543307,0.002952755905511811,3,208,S17C4,0.2076771653543307,0.002952755905511811,3,208,S17C4,0.2312992125984252,0.0265748031496063,27,208,S17C4,0.20866141732283464,0.003937007874015748,4,208,S17C4,0.2047244094488189,0.0,0,208
S15B5,0.2076771653543307,0.002952755905511811,3,208,S15B5,0.2076771653543307,0.002952755905511811,3,208,S15B5,0.2312992125984252,0.0265748031496063,27,208,S15B5,0.20866141732283464,0.003937007874015748,4,208,S15B5,0.2047244094488189,0.0,0,208
S17c7,0.20964566929133857,0.002952755905511811,3,210,S17c7,0.20964566929133857,0.002952755905511811,3,210,S17c7,0.23326771653543307,0.0265748031496063,27,210,S17c7,0.2106299212598425,0.003937007874015748,4,210,S17c7,0.20669291338582677,0.0,0,210
S15B4,0.20964566929133857,0.002952755905511811,3,210,S15B4,0.20964566929133857,0.002952755905511811,3,210,S15B4,0.23326771653543307,0.0265748031496063,27,210,S15B4,0.2106299212598425,0.003937007874015748,4,210,S15B4,0.20669291338582677,0.0,0,210
T12C1,0.2076771653543307,0.000984251968503937,1,210,T12C1,0.2076771653543307,0.000984251968503937,1,210,T12C1,0.2312992125984252,0.024606299212598427,25,210,T12C1,0.20866141732283464,0.001968503937007874,2,210,T12C1,0.20866141732283464,0.001968503937007874,2,210
S14b2,0.2076771653543307,0.0,0,211,S14b2,0.20964566929133857,0.001968503937007874,2,211,S14b2,0.23326771653543307,0.025590551181102362,26,211,S14b2,0.2106299212598425,0.002952755905511811,3,211,S14b2,0.2106299212598425,0.002952755905511811,3,211
S17B1,0.2076771653543307,0.001968503937007874,2,209,S17B1,0.20570866141732283,0.0,0,209,S17B1,0.23031496062992127,0.024606299212598427,25,209,S17B1,0.20669291338582677,0.000984251968503937,1,209,S17B1,0.20866141732283464,0.002952755905511811,3,209
S17B1(2),0.2076771653543307,0.001968503937007874,2,209,S17B1(2),0.20570866141732283,0.0,0,209,S17B1(2),0.23031496062992127,0.024606299212598427,25,209,S17B1(2),0.20669291338582677,0.000984251968503937,1,209,S17B1(2),0.20866141732283464,0.002952755905511811,3,209
N9A9,0.15649606299212598,0.0,0,159,N9A9,0.15846456692913385,0.001968503937007874,2,159,N9A9,0.1830708661417323,0.0265748031496063,27,159,N9A9,0.1594488188976378,0.002952755905511811,3,159,N9A9,0.1594488188976378,0.002952755905511811,3,159
S11b5,0.1594488188976378,0.002952755905511811,3,159,S11b5,0.1594488188976378,0.002952755905511811,3,159,S11b5,0.18405511811023623,0.027559055118110236,28,159,S11b5,0.16043307086614172,0.003937007874015748,4,159,S11b5,0.15649606299212598,0.0,0,159
N9C3,0.16043307086614172,0.003937007874015748,4,159,N9C3,0.16043307086614172,0.003937007874015748,4,159,N9C3,0.18503937007874016,0.028543307086614175,29,159,N9C3,0.16141732283464566,0.004921259842519685,5,159,N9C3,0.15748031496062992,0.000984251968503937,1,159
N10B5,0.16929133858267717,0.004921259842519685,5,167,N10B5,0.16929133858267717,0.004921259842519685,5,167,N10B5,0.19389763779527558,0.02952755905511811,30,167,N10B5,0.1702755905511811,0.005905511811023622,6,167,N10B5,0.16830708661417323,0.003937007874015748,4,167
T20C8,0.16929133858267717,0.004921259842519685,5,167,T20C8,0.16929133858267717,0.004921259842519685,5,167,T20C8,0.19389763779527558,0.02952755905511811,30,167,T20C8,0.1702755905511811,0.005905511811023622,6,167,T20C8,0.16830708661417323,0.003937007874015748,4,167
16A1,0.15846456692913385,0.001968503937007874,2,159,16A1,0.15846456692913385,0.001968503937007874,2,159,16A1,0.1830708661417323,0.0265748031496063,27,159,16A1,0.1594488188976378,0.002952755905511811,3,159,16A1,0.15748031496062992,0.000984251968503937,1,159
T5b5,0.1594488188976378,0.002952755905511811,3,159,T5b5,0.1594488188976378,0.002952755905511811,3,159,T5b5,0.18405511811023623,0.027559055118110236,28,159,T5b5,0.16043307086614172,0.003937007874015748,4,159,T5b5,0.15649606299212598,0.0,0,159
EC30O2NC3,0.21948818897637795,0.001968503937007874,2,221,EC30O2NC3,0.21751968503937008,0.0,0,221,EC30O2NC3,0.2421259842519685,0.024606299212598427,25,221,EC30O2NC3,0.21850393700787402,0.000984251968503937,1,221,EC30O2NC3,0.2204724409448819,0.002952755905511811,3,221
S7B3,0.1594488188976378,0.002952755905511811,3,159,S7B3,0.15748031496062992,0.000984251968503937,1,159,S7B3,0.1830708661417323,0.0265748031496063,27,159,S7B3,0.15846456692913385,0.001968503937007874,2,159,S7B3,0.16043307086614172,0.003937007874015748,4,159
T18C10,0.1594488188976378,0.002952755905511811,3,159,T18C10,0.15748031496062992,0.000984251968503937,1,159,T18C10,0.1830708661417323,0.0265748031496063,27,159,T18C10,0.15846456692913385,0.001968503937007874,2,159,T18C10,0.16043307086614172,0.003937007874015748,4,159
S4C4,0.1594488188976378,0.002952755905511811,3,159,S4C4,0.15748031496062992,0.000984251968503937,1,159,S4C4,0.1830708661417323,0.0265748031496063,27,159,S4C4,0.15846456692913385,0.001968503937007874,2,159,S4C4,0.16043307086614172,0.003937007874015748,4,159
T14B3xF,0.19783464566929135,0.006889763779527559,7,194,T14B3xF,0.19783464566929135,0.006889763779527559,7,194,T14B3xF,0.22145669291338582,0.03051181102362205,31,194,T14B3xF,0.19881889763779528,0.007874015748031496,8,194,T14B3xF,0.19488188976377951,0.003937007874015748,4,194
N11B4,0.16535433070866143,0.004921259842519685,5,163,N11B4,0.16535433070866143,0.004921259842519685,5,163,N11B4,0.18996062992125984,0.02952755905511811,30,163,N11B4,0.16633858267716536,0.005905511811023622,6,163,N11B4,0.1643700787401575,0.003937007874015748,4,163
EC30O4NB22,0.15846456692913385,0.0,0,161,EC30O4NB22,0.16043307086614172,0.001968503937007874,2,161,EC30O4NB22,0.18503937007874016,0.0265748031496063,27,161,EC30O4NB22,0.16141732283464566,0.002952755905511811,3,161,EC30O4NB22,0.16141732283464566,0.002952755905511811,3,161
EC30O1BJ2,0.16535433070866143,0.002952755905511811,3,165,EC30O1BJ2,0.16535433070866143,0.002952755905511811,3,165,EC30O1BJ2,0.18996062992125984,0.027559055118110236,28,165,EC30O1BJ2,0.16633858267716536,0.003937007874015748,4,165,EC30O1BJ2,0.1624015748031496,0.0,0,165
EC30O2NC14,0.16141732283464566,0.003937007874015748,4,160,EC30O2NC14,0.1594488188976378,0.001968503937007874,2,160,EC30O2NC14,0.18503937007874016,0.027559055118110236,28,160,EC30O2NC14,0.16043307086614172,0.002952755905511811,3,160,EC30O2NC14,0.1624015748031496,0.004921259842519685,5,160
N15A1,0.16535433070866143,0.008858267716535433,9,159,N15A1,0.16338582677165353,0.006889763779527559,7,159,N15A1,0.1889763779527559,0.03248031496062992,33,159,N15A1,0.1643700787401575,0.007874015748031496,8,159,N15A1,0.16633858267716536,0.00984251968503937,10,159
N15A1(2),0.16535433070866143,0.008858267716535433,9,159,N15A1(2),0.16338582677165353,0.006889763779527559,7,159,N15A1(2),0.1889763779527559,0.03248031496062992,33,159,N15A1(2),0.1643700787401575,0.007874015748031496,8,159,N15A1(2),0.16633858267716536,0.00984251968503937,10,159
N5B2,0.16141732283464566,0.004921259842519685,5,159,N5B2,0.16141732283464566,0.004921259842519685,5,159,N5B2,0.1860236220472441,0.02952755905511811,30,159,N5B2,0.1624015748031496,0.005905511811023622,6,159,N5B2,0.16043307086614172,0.003937007874015748,4,159
N5B2(2),0.16141732283464566,0.004921259842519685,5,159,N5B2(2),0.16141732283464566,0.004921259842519685,5,159,N5B2(2),0.1860236220472441,0.02952755905511811,30,159,N5B2(2),0.1624015748031496,0.005905511811023622,6,159,N5B2(2),0.16043307086614172,0.003937007874015748,4,159
2A2,0.4409448818897638,0.0,0,448,2A2,0.4409448818897638,0.0,0,448,2A2,0.4596456692913386,0.018700787401574805,19,448,2A2,0.4419291338582677,0.000984251968503937,1,448,2A2,0.4419291338582677,0.000984251968503937,1,448
R28G4B6,0.4419291338582677,0.000984251968503937,1,448,R28G4B6,0.4419291338582677,0.000984251968503937,1,448,R28G4B6,0.46062992125984253,0.01968503937007874,20,448,R28G4B6,0.44291338582677164,0.001968503937007874,2,448,R28G4B6,0.4409448818897638,0.0,0,448
WR102A52gyra,0.4419291338582677,0.000984251968503937,1,448,WR102A52gyra,0.4419291338582677,0.000984251968503937,1,448,WR102A52gyra,0.46062992125984253,0.01968503937007874,20,448,WR102A52gyra,0.44291338582677164,0.001968503937007874,2,448,WR102A52gyra,0.4409448818897638,0.0,0,448
WR102A55gyra,0.4419291338582677,0.000984251968503937,1,448,WR102A55gyra,0.4419291338582677,0.000984251968503937,1,448,WR102A55gyra,0.46062992125984253,0.01968503937007874,20,448,WR102A55gyra,0.44291338582677164,0.001968503937007874,2,448,WR102A55gyra,0.4409448818897638,0.0,0,448
WR102A56gyra,0.4419291338582677,0.000984251968503937,1,448,WR102A56gyra,0.4419291338582677,0.000984251968503937,1,448,WR102A56gyra,0.46062992125984253,0.01968503937007874,20,448,WR102A56gyra,0.44291338582677164,0.001968503937007874,2,448,WR102A56gyra,0.4409448818897638,0.0,0,448
WR102A57gyra,0.4419291338582677,0.000984251968503937,1,448,WR102A57gyra,0.4419291338582677,0.000984251968503937,1,448,WR102A57gyra,0.46062992125984253,0.01968503937007874,20,448,WR102A57gyra,0.44291338582677164,0.001968503937007874,2,448,WR102A57gyra,0.4409448818897638,0.0,0,448
WR102A58gyra,0.4419291338582677,0.000984251968503937,1,448,WR102A58gyra,0.4419291338582677,0.000984251968503937,1,448,WR102A58gyra,0.46062992125984253,0.01968503937007874,20,448,WR102A58gyra,0.44291338582677164,0.001968503937007874,2,448,WR102A58gyra,0.4409448818897638,0.0,0,448
WR102A59gyra,0.4419291338582677,0.000984251968503937,1,448,WR102A59gyra,0.4419291338582677,0.000984251968503937,1,448,WR102A59gyra,0.46062992125984253,0.01968503937007874,20,448,WR102A59gyra,0.44291338582677164,0.001968503937007874,2,448,WR102A59gyra,0.4409448818897638,0.0,0,448
WR102B51gyra,0.4419291338582677,0.000984251968503937,1,448,WR102B51gyra,0.4419291338582677,0.000984251968503937,1,448,WR102B51gyra,0.46062992125984253,0.01968503937007874,20,448,WR102B51gyra,0.44291338582677164,0.001968503937007874,2,448,WR102B51gyra,0.4409448818897638,0.0,0,448
WR102B53gyra,0.4419291338582677,0.000984251968503937,1,448,WR102B53gyra,0.4419291338582677,0.000984251968503937,1,448,WR102B53gyra,0.46062992125984253,0.01968503937007874,20,448,WR102B53gyra,0.44291338582677164,0.001968503937007874,2,448,WR102B53gyra,0.4409448818897638,0.0,0,448
WR102B56gyra,0.4419291338582677,0.000984251968503937,1,448,WR102B56gyra,0.4419291338582677,0.000984251968503937,1,448,WR102B56gyra,0.46062992125984253,0.01968503937007874,20,448,WR102B56gyra,0.44291338582677164,0.001968503937007874,2,448,WR102B56gyra,0.4409448818897638,0.0,0,448
WR102B57gyra,0.4419291338582677,0.000984251968503937,1,448,WR102B57gyra,0.4419291338582677,0.000984251968503937,1,448,WR102B57gyra,0.46062992125984253,0.01968503937007874,20,448,WR102B57gyra,0.44291338582677164,0.001968503937007874,2,448,WR102B57gyra,0.4409448818897638,0.0,0,448
WR102B58gyra,0.4419291338582677,0.000984251968503937,1,448,WR102B58gyra,0.4419291338582677,0.000984251968503937,1,448,WR102B58gyra,0.46062992125984253,0.01968503937007874,20,448,WR102B58gyra,0.44291338582677164,0.001968503937007874,2,448,WR102B58gyra,0.4409448818897638,0.0,0,448
WR102B59gyra,0.4419291338582677,0.000984251968503937,1,448,WR102B59gyra,0.4419291338582677,0.000984251968503937,1,448,WR102B59gyra,0.46062992125984253,0.01968503937007874,20,448,WR102B59gyra,0.44291338582677164,0.001968503937007874,2,448,WR102B59gyra,0.4409448818897638,0.0,0,448
WR102B61gyra,0.4419291338582677,0.000984251968503937,1,448,WR102B61gyra,0.4419291338582677,0.000984251968503937,1,448,WR102B61gyra,0.46062992125984253,0.01968503937007874,20,448,WR102B61gyra,0.44291338582677164,0.001968503937007874,2,448,WR102B61gyra,0.4409448818897638,0.0,0,448
WR102B62gyra,0.4419291338582677,0.000984251968503937,1,448,WR102B62gyra,0.4419291338582677,0.000984251968503937,1,448,WR102B62gyra,0.46062992125984253,0.01968503937007874,20,448,WR102B62gyra,0.44291338582677164,0.001968503937007874,2,448,WR102B62gyra,0.4409448818897638,0.0,0,448
WR102B63gyra,0.4419291338582677,0.000984251968503937,1,448,WR102B63gyra,0.4419291338582677,0.000984251968503937,1,448,WR102B63gyra,0.46062992125984253,0.01968503937007874,20,448,WR102B63gyra,0.44291338582677164,0.001968503937007874,2,448,WR102B63gyra,0.4409448818897638,0.0,0,448
WR102B64gyra,0.4419291338582677,0.000984251968503937,1,448,WR102B64gyra,0.4419291338582677,0.000984251968503937,1,448,WR102B64gyra,0.46062992125984253,0.01968503937007874,20,448,WR102B64gyra,0.44291338582677164,0.001968503937007874,2,448,WR102B64gyra,0.4409448818897638,0.0,0,448
WR102B65gyra,0.4419291338582677,0.000984251968503937,1,448,WR102B65gyra,0.4419291338582677,0.000984251968503937,1,448,WR102B65gyra,0.46062992125984253,0.01968503937007874,20,448,WR102B65gyra,0.44291338582677164,0.001968503937007874,2,448,WR102B65gyra,0.4409448818897638,0.0,0,448
WR102B66gyra,0.4419291338582677,0.000984251968503937,1,448,WR102B66gyra,0.4419291338582677,0.000984251968503937,1,448,WR102B66gyra,0.46062992125984253,0.01968503937007874,20,448,WR102B66gyra,0.44291338582677164,0.001968503937007874,2,448,WR102B66gyra,0.4409448818897638,0.0,0,448
WR102B67gyra,0.4419291338582677,0.000984251968503937,1,448,WR102B67gyra,0.4419291338582677,0.000984251968503937,1,448,WR102B67gyra,0.46062992125984253,0.01968503937007874,20,448,WR102B67gyra,0.44291338582677164,0.001968503937007874,2,448,WR102B67gyra,0.4409448818897638,0.0,0,448
WR102B69gyra,0.4419291338582677,0.000984251968503937,1,448,WR102B69gyra,0.4419291338582677,0.000984251968503937,1,448,WR102B69gyra,0.46062992125984253,0.01968503937007874,20,448,WR102B69gyra,0.44291338582677164,0.001968503937007874,2,448,WR102B69gyra,0.4409448818897638,0.0,0,448
WR102B70gyra,0.4419291338582677,0.000984251968503937,1,448,WR102B70gyra,0.4419291338582677,0.000984251968503937,1,448,WR102B70gyra,0.46062992125984253,0.01968503937007874,20,448,WR102B70gyra,0.44291338582677164,0.001968503937007874,2,448,WR102B70gyra,0.4409448818897638,0.0,0,448
WR102B71gyra,0.4419291338582677,0.000984251968503937,1,448,WR102B71gyra,0.4419291338582677,0.000984251968503937,1,448,WR102B71gyra,0.46062992125984253,0.01968503937007874,20,448,WR102B71gyra,0.44291338582677164,0.001968503937007874,2,448,WR102B71gyra,0.4409448818897638,0.0,0,448
WR102B74gyra,0.4419291338582677,0.000984251968503937,1,448,WR102B74gyra,0.4419291338582677,0.000984251968503937,1,448,WR102B74gyra,0.46062992125984253,0.01968503937007874,20,448,WR102B74gyra,0.44291338582677164,0.001968503937007874,2,448,WR102B74gyra,0.4409448818897638,0.0,0,448
WR102B75gyra,0.4419291338582677,0.000984251968503937,1,448,WR102B75gyra,0.4419291338582677,0.000984251968503937,1,448,WR102B75gyra,0.46062992125984253,0.01968503937007874,20,448,WR102B75gyra,0.44291338582677164,0.001968503937007874,2,448,WR102B75gyra,0.4409448818897638,0.0,0,448
WR102B76gyra,0.4419291338582677,0.000984251968503937,1,448,WR102B76gyra,0.4419291338582677,0.000984251968503937,1,448,WR102B76gyra,0.46062992125984253,0.01968503937007874,20,448,WR102B76gyra,0.44291338582677164,0.001968503937007874,2,448,WR102B76gyra,0.4409448818897638,0.0,0,448
WR102B77gyra,0.4419291338582677,0.000984251968503937,1,448,WR102B77gyra,0.4419291338582677,0.000984251968503937,1,448,WR102B77gyra,0.46062992125984253,0.01968503937007874,20,448,WR102B77gyra,0.44291338582677164,0.001968503937007874,2,448,WR102B77gyra,0.4409448818897638,0.0,0,448
WR102B78gyra,0.4419291338582677,0.000984251968503937,1,448,WR102B78gyra,0.4419291338582677,0.000984251968503937,1,448,WR102B78gyra,0.46062992125984253,0.01968503937007874,20,448,WR102B78gyra,0.44291338582677164,0.001968503937007874,2,448,WR102B78gyra,0.4409448818897638,0.0,0,448
WR102B80gyra,0.4419291338582677,0.000984251968503937,1,448,WR102B80gyra,0.4419291338582677,0.000984251968503937,1,448,WR102B80gyra,0.46062992125984253,0.01968503937007874,20,448,WR102B80gyra,0.44291338582677164,0.001968503937007874,2,448,WR102B80gyra,0.4409448818897638,0.0,0,448
WR102C51gyra,0.4419291338582677,0.000984251968503937,1,448,WR102C51gyra,0.4419291338582677,0.000984251968503937,1,448,WR102C51gyra,0.46062992125984253,0.01968503937007874,20,448,WR102C51gyra,0.44291338582677164,0.001968503937007874,2,448,WR102C51gyra,0.4409448818897638,0.0,0,448
WR102C54gyra,0.4419291338582677,0.000984251968503937,1,448,WR102C54gyra,0.4419291338582677,0.000984251968503937,1,448,WR102C54gyra,0.46062992125984253,0.01968503937007874,20,448,WR102C54gyra,0.44291338582677164,0.001968503937007874,2,448,WR102C54gyra,0.4409448818897638,0.0,0,448
WR102C61gyra,0.4419291338582677,0.000984251968503937,1,448,WR102C61gyra,0.4419291338582677,0.000984251968503937,1,448,WR102C61gyra,0.46062992125984253,0.01968503937007874,20,448,WR102C61gyra,0.44291338582677164,0.001968503937007874,2,448,WR102C61gyra,0.4409448818897638,0.0,0,448
WR102C62gyra,0.4419291338582677,0.000984251968503937,1,448,WR102C62gyra,0.4419291338582677,0.000984251968503937,1,448,WR102C62gyra,0.46062992125984253,0.01968503937007874,20,448,WR102C62gyra,0.44291338582677164,0.001968503937007874,2,448,WR102C62gyra,0.4409448818897638,0.0,0,448
WR102C64gyra,0.4419291338582677,0.000984251968503937,1,448,WR102C64gyra,0.4419291338582677,0.000984251968503937,1,448,WR102C64gyra,0.46062992125984253,0.01968503937007874,20,448,WR102C64gyra,0.44291338582677164,0.001968503937007874,2,448,WR102C64gyra,0.4409448818897638,0.0,0,448
WR202B51gyra,0.4419291338582677,0.000984251968503937,1,448,WR202B51gyra,0.4419291338582677,0.000984251968503937,1,448,WR202B51gyra,0.46062992125984253,0.01968503937007874,20,448,WR202B51gyra,0.44291338582677164,0.001968503937007874,2,448,WR202B51gyra,0.4409448818897638,0.0,0,448
WR102B72gyra,0.44291338582677164,0.001968503937007874,2,448,WR102B72gyra,0.44291338582677164,0.001968503937007874,2,448,WR102B72gyra,0.46161417322834647,0.02066929133858268,21,448,WR102B72gyra,0.4438976377952756,0.002952755905511811,3,448,WR102B72gyra,0.4419291338582677,0.000984251968503937,1,448
WR102A54gyra,0.4438976377952756,0.002952755905511811,3,448,WR102A54gyra,0.4438976377952756,0.002952755905511811,3,448,WR102A54gyra,0.4625984251968504,0.021653543307086614,22,448,WR102A54gyra,0.4448818897637795,0.003937007874015748,4,448,WR102A54gyra,0.44291338582677164,0.001968503937007874,2,448
WR102C60AAgyra,0.4438976377952756,0.002952755905511811,3,448,WR102C60AAgyra,0.4438976377952756,0.002952755905511811,3,448,WR102C60AAgyra,0.4625984251968504,0.021653543307086614,22,448,WR102C60AAgyra,0.4448818897637795,0.003937007874015748,4,448,WR102C60AAgyra,0.44291338582677164,0.001968503937007874,2,448
WR102C60Bgyra,0.44586614173228345,0.000984251968503937,1,452,WR102C60Bgyra,0.44586614173228345,0.000984251968503937,1,452,WR102C60Bgyra,0.4645669291338583,0.01968503937007874,20,452,WR102C60Bgyra,0.4468503937007874,0.001968503937007874,2,452,WR102C60Bgyra,0.4448818897637795,0.0,0,452
WR102B73gyra,0.44586614173228345,0.000984251968503937,1,452,WR102B73gyra,0.44586614173228345,0.000984251968503937,1,452,WR102B73gyra,0.4645669291338583,0.01968503937007874,20,452,WR102B73gyra,0.4468503937007874,0.001968503937007874,2,452,WR102B73gyra,0.4448818897637795,0.0,0,452
T17B1,0.1594488188976378,0.002952755905511811,3,159,T17B1,0.1594488188976378,0.002952755905511811,3,159,T17B1,0.18405511811023623,0.027559055118110236,28,159,T17B1,0.16043307086614172,0.003937007874015748,4,159,T17B1,0.15649606299212598,0.0,0,159
T17B1(2),0.1594488188976378,0.002952755905511811,3,159,T17B1(2),0.1594488188976378,0.002952755905511811,3,159,T17B1(2),0.18405511811023623,0.027559055118110236,28,159,T17B1(2),0.16043307086614172,0.003937007874015748,4,159,T17B1(2),0.15649606299212598,0.0,0,159
S8C12,0.18996062992125984,0.004921259842519685,5,188,S8C12,0.18996062992125984,0.004921259842519685,5,188,S8C12,0.21358267716535434,0.028543307086614175,29,188,S8C12,0.19094488188976377,0.005905511811023622,6,188,S8C12,0.18700787401574803,0.001968503937007874,2,188
N16A9,0.15846456692913385,0.001968503937007874,2,159,N16A9,0.15846456692913385,0.001968503937007874,2,159,N16A9,0.1830708661417323,0.0265748031496063,27,159,N16A9,0.1594488188976378,0.002952755905511811,3,159,N16A9,0.15748031496062992,0.000984251968503937,1,159
EC30O2NC3*,0.17125984251968504,0.005905511811023622,6,168,EC30O2NC3*,0.16929133858267717,0.003937007874015748,4,168,EC30O2NC3*,0.19488188976377951,0.02952755905511811,30,168,EC30O2NC3*,0.1702755905511811,0.004921259842519685,5,168,EC30O2NC3*,0.17224409448818898,0.006889763779527559,7,168
M20B4,0.1624015748031496,0.005905511811023622,6,159,M20B4,0.1624015748031496,0.005905511811023622,6,159,M20B4,0.18700787401574803,0.03051181102362205,31,159,M20B4,0.16338582677165353,0.006889763779527559,7,159,M20B4,0.16141732283464566,0.004921259842519685,5,159
M20B4(2),0.1624015748031496,0.005905511811023622,6,159,M20B4(2),0.1624015748031496,0.005905511811023622,6,159,M20B4(2),0.18700787401574803,0.03051181102362205,31,159,M20B4(2),0.16338582677165353,0.006889763779527559,7,159,M20B4(2),0.16141732283464566,0.004921259842519685,5,159
EC30O1NI7*,0.16043307086614172,0.003937007874015748,4,159,EC30O1NI7*,0.1624015748031496,0.005905511811023622,6,159,EC30O1NI7*,0.18700787401574803,0.03051181102362205,31,159,EC30O1NI7*,0.16338582677165353,0.006889763779527559,7,159,EC30O1NI7*,0.16338582677165353,0.006889763779527559,7,159
98x3,0.1594488188976378,0.0,0,162,98x3,0.16141732283464566,0.001968503937007874,2,162,98x3,0.1860236220472441,0.0265748031496063,27,162,98x3,0.1624015748031496,0.002952755905511811,3,162,98x3,0.1624015748031496,0.002952755905511811,3,162
S10c10,0.18503937007874016,0.0265748031496063,27,161,S10c10,0.18405511811023623,0.025590551181102362,26,161,S10c10,0.1624015748031496,0.003937007874015748,4,161,S10c10,0.18503937007874016,0.0265748031496063,27,161,S10c10,0.1860236220472441,0.027559055118110236,28,161
T7C9xF,0.1830708661417323,0.0265748031496063,27,159,T7C9xF,0.18208661417322836,0.025590551181102362,26,159,T7C9xF,0.16043307086614172,0.003937007874015748,4,159,T7C9xF,0.1830708661417323,0.0265748031496063,27,159,T7C9xF,0.18405511811023623,0.027559055118110236,28,159
S10c6M,0.18405511811023623,0.027559055118110236,28,159,S10c6M,0.1830708661417323,0.0265748031496063,27,159,S10c6M,0.16141732283464566,0.004921259842519685,5,159,S10c6M,0.18405511811023623,0.027559055118110236,28,159,S10c6M,0.18503937007874016,0.028543307086614175,29,159
T5c10x,0.1830708661417323,0.0265748031496063,27,159,T5c10x,0.18208661417322836,0.025590551181102362,26,159,T5c10x,0.16141732283464566,0.004921259842519685,5,159,T5c10x,0.1830708661417323,0.0265748031496063,27,159,T5c10x,0.18405511811023623,0.027559055118110236,28,159
3EC5A1,0.46161417322834647,0.02066929133858268,21,448,3EC5A1,0.46161417322834647,0.02066929133858268,21,448,3EC5A1,0.4448818897637795,0.003937007874015748,4,448,3EC5A1,0.4625984251968504,0.021653543307086614,22,448,3EC5A1,0.4625984251968504,0.021653543307086614,22,448
B23049_GYRA,0.45866141732283466,0.017716535433070866,18,448,B23049_GYRA,0.45866141732283466,0.017716535433070866,18,448,B23049_GYRA,0.4419291338582677,0.000984251968503937,1,448,B23049_GYRA,0.4596456692913386,0.018700787401574805,19,448,B23049_GYRA,0.4596456692913386,0.018700787401574805,19,448
WR102B68gyra,0.4596456692913386,0.018700787401574805,19,448,WR102B68gyra,0.4596456692913386,0.018700787401574805,19,448,WR102B68gyra,0.4409448818897638,0.0,0,448,WR102B68gyra,0.46062992125984253,0.01968503937007874,20,448,WR102B68gyra,0.46062992125984253,0.01968503937007874,20,448
WR102B79gyra,0.4596456692913386,0.018700787401574805,19,448,WR102B79gyra,0.4596456692913386,0.018700787401574805,19,448,WR102B79gyra,0.4409448818897638,0.0,0,448,WR102B79gyra,0.46062992125984253,0.01968503937007874,20,448,WR102B79gyra,0.46062992125984253,0.01968503937007874,20,448
WR102A53gyra,0.4625984251968504,0.021653543307086614,22,448,WR102A53gyra,0.4625984251968504,0.021653543307086614,22,448,WR102A53gyra,0.4438976377952756,0.002952755905511811,3,448,WR102A53gyra,0.46358267716535434,0.022637795275590553,23,448,WR102A53gyra,0.46358267716535434,0.022637795275590553,23,448
WR102C52gyra,0.46161417322834647,0.02066929133858268,21,448,WR102C52gyra,0.46161417322834647,0.02066929133858268,21,448,WR102C52gyra,0.46161417322834647,0.02066929133858268,21,448,WR102C52gyra,0.4625984251968504,0.021653543307086614,22,448,WR102C52gyra,0.46161417322834647,0.02066929133858268,21,448
ROE2,0.4468503937007874,0.002952755905511811,3,451,ROE2,0.4468503937007874,0.002952755905511811,3,451,ROE2,0.4655511811023622,0.021653543307086614,22,451,ROE2,0.4478346456692913,0.003937007874015748,4,451,ROE2,0.4478346456692913,0.003937007874015748,4,451
EC30O4NB41,0.22736220472440946,0.007874015748031496,8,223,EC30O4NB41,0.22736220472440946,0.007874015748031496,8,223,EC30O4NB41,0.25098425196850394,0.031496062992125984,32,223,EC30O4NB41,0.2283464566929134,0.008858267716535433,9,223,EC30O4NB41,0.22440944881889763,0.004921259842519685,5,223
B23189_GYRA,0.4862204724409449,0.045275590551181105,46,448,B23189_GYRA,0.4862204724409449,0.045275590551181105,46,448,B23189_GYRA,0.4812992125984252,0.040354330708661415,41,448,B23189_GYRA,0.48523622047244097,0.04429133858267716,45,448,B23189_GYRA,0.48720472440944884,0.04625984251968504,47,448
